source_id,title,organization,year,url,access_date,claim_scope
"SRC_NBS_POP_SAMPLE_2025","Communique of the 2025 national 1 percent population sample survey","National Bureau of Statistics of China","2026","https://www.stats.gov.cn/sj/zxfb/202605/t20260522_1963788.html","2026-09-01","Mainland population, age, urban-rural residence, floating population, and educational-attainment estimates with 1 November 2025 reference date"
"SRC_NBS_2025_COMMUNIQUE","Statistical Communique of the People's Republic of China on the 2025 National Economic and Social Development","National Bureau of Statistics of China","2026","https://www.stats.gov.cn/sj/zxfb/202602/t20260228_1962662.html","2026-09-01","Year-end population, rural and older populations, science-literacy rate, and broader secondary-vocational boundary"
"SRC_NBS_CENSUS_LITERACY_2020","Seventh National Population Census communique no. 6: education","National Bureau of Statistics of China","2021","https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901086.html","2026-09-01","Exact 2020 count and definition of people aged 15 or older unable to read"
"SRC_NBS_ETHNICITY_2020","Main Data of the Seventh National Population Census: ethnic composition","National Bureau of Statistics of China","2021","https://www.stats.gov.cn/english/PressRelease/202105/t20210510_1817187.html","2026-09-01","Han and minority ethnic-group totals; used only to prohibit ethnicity-to-language conversion"
"SRC_MOE_EDU_2025","2025 National Education Development Statistical Communique","Ministry of Education of the People's Republic of China","2026","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","2026-09-01","Schools, teachers, preschool, primary, junior-secondary, migrant accompanying children, senior-secondary, vocational, tertiary, continuing-education, postgraduate, and special-education counts and definitions"
"SRC_MOE_QUALITY_2023_2025","Summary of national compulsory-education quality monitoring for 2023-2025","Ministry of Education of the People's Republic of China","2026","https://www.moe.gov.cn/jyb_xwfb/s6052/moe_838/202607/t20260722_1444608.html","2026-09-01","Curriculum-standard performance summaries and eligible disabled-child compulsory-enrolment indicator; rates are not converted to headcounts"
"SRC_MOE_MONITORING_DESIGN_2021","National compulsory-education quality monitoring cycle and grade coverage","Ministry of Education of the People's Republic of China","2021","https://www.moe.gov.cn/srcsite/A11/moe_1789/202109/t20210926_567095.html","2026-09-01","Monitoring design and covered grades, used to delimit interpretation of performance percentages"
"SRC_MOE_COUNTY_2025","County education development summary for 2025","Ministry of Education of the People's Republic of China","2026","https://www.moe.gov.cn/jyb_xwfb/xw_zt/moe_357/2026/2026_zt09/yw/202607/t20260721_1444570.html","2026-09-01","County basic-balance and high-quality-balance counts and county high-school share"
"SRC_DRC_RURAL_EDUCATION","Rural education development analysis","Development Research Center of the State Council","","https://www.drc.gov.cn/DocView.aspx?chnid=379&docid=2907538&leafid=1338","2026-09-01","Rural school dispersion, teacher qualification and subject shortages, incomplete course provision, infrastructure instability, and left-behind-child needs"
"SRC_NBS_CHILD_MOBILITY_2020","What the 2020 Census Can Tell Us About Children in China","National Bureau of Statistics of China; UNICEF; UNFPA","2023","https://www.stats.gov.cn/zs/tjwh/tjkw/tjzl/202304/P020230419425666818737.pdf","2026-09-01","Census-based migrant-child, rural left-behind, urban left-behind, and combined migration-affected-child counts and definitions"
"SRC_NBS_MIGRANT_WORKERS_2025","2025 National Migrant Worker Monitoring Survey Report","National Bureau of Statistics of China","2026","https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963472.html","2026-09-01","Migrant-worker totals, education distribution, age, sectors, mobility, and household connectivity; supports explicitly labelled rounded derivation"
"SRC_MOE_LANGUAGE_OVERVIEW_2021","Overview of China's language and script situation","Ministry of Education of the People's Republic of China","2021","https://hudong.moe.gov.cn/jyb_sjzl/wenzi/202108/t20210827_554992.html","2026-09-01","Multilingual, multidialectal, multiscriptal boundary; Sinitic groups and standard-character use"
"SRC_MOE_PUTONGHUA_2020","Analysis of Putonghua prevalence and proficiency","Ministry of Education of the People's Republic of China","2020","https://www.moe.gov.cn/jyb_xwfb/xw_zt/moe_357/jyzt_2020n/2020_zt23/zhuanjiawenzhang/202011/t20201113_499865.html","2026-09-01","2020 Putonghua prevalence, geographic inequality, and proficiency distribution; no headcount derived"
