candidate_id,language_target_id,package_id,learner_stage,subject_domain,delivery_format,compute_scope,compute_measure_class,compute_low,compute_base,compute_high,compute_unit,source_id,source_url,source_class,is_public,formula_version,factor_registry_version,compute_input_set_hash,compute_derivation_set_hash,factor_registry_file_hash,compute_model_role,compute_evidence_status,benchmark_profile_id,tokenization_measurement_set_sha256,measurement_profile_registry_file_sha256,measurement_profile_set_hash,direct_measurement_row_hash,compute_binding_mode,successor_roster_file_sha256,target_binding_row_hash,target_binding_set_hash,order_b_eligible
STD-MF-ace_Arab-025K-TEXT,flores:ace_Arab,PKG-TEXT,COMMON,mixed_educational_proxy,accepted_text,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,273994.751754,495495.631275,1040333.087426,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-025K-ACCESSIBLE-PUBLICATION,flores:ace_Arab,PKG-ACCESSIBLE-PUBLICATION,COMMON,mixed_educational_proxy,accessible_html_mathml_epub_pdf,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,278644.751754,520933.131275,1246333.087426,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-025K-AUDIO,flores:ace_Arab,PKG-AUDIO,COMMON,mixed_educational_proxy,narrated_audio,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,413584.16612,693746.633762,1389370.229666,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-025K-CAPTIONS,flores:ace_Arab,PKG-CAPTIONS,COMMON,mixed_educational_proxy,transcript_timed_captions,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,303701.522091,689479.7016,1453224.645026,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-025K-NAMED-SIGN,flores:ace_Arab,PKG-NAMED-SIGN,COMMON,mixed_educational_proxy,named_sign_language_video,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,392821.833104,754141.058375,1590855.164226,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-025K-COMPLETE-ACCESS,flores:ace_Arab,PKG-COMPLETE-ACCESS,COMMON,mixed_educational_proxy,complete_access_bundle,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,566768.017807,1171813.631187,2558783.864066,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-100K-TEXT,flores:ace_Arab,PKG-TEXT,COMMON,mixed_educational_proxy,accepted_text,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,1095979.007014,1981982.525102,4161332.349705,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-100K-ACCESSIBLE-PUBLICATION,flores:ace_Arab,PKG-ACCESSIBLE-PUBLICATION,COMMON,mixed_educational_proxy,accessible_html_mathml_epub_pdf,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,1114579.007014,2083732.525102,4985332.349705,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-100K-AUDIO,flores:ace_Arab,PKG-AUDIO,COMMON,mixed_educational_proxy,narrated_audio,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,1654336.664478,2774986.535047,5557480.918665,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
STD-MF-ace_Arab-100K-CAPTIONS,flores:ace_Arab,PKG-CAPTIONS,COMMON,mixed_educational_proxy,transcript_timed_captions,standardized_from_scratch,fresh_input_output_reasoning_token_events_v2,1214806.088364,2757918.806402,5812898.580105,fresh_equivalent_token_events,SRC24+SRC25,https://dl.fbaipublicfiles.com/nllb/flores200_dataset.tar.gz,public_model,true,standard-fecu-sum/2.0.0,standard-compute-closed-registry-2026-09-01-v2,1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4b186f36c8aa19fd29c8e2c3989eb8fc144e78089fcd20fcc8dbce4a6520c2d0,b0d23b05278e3713a6fc1a6492855ffa76035621bc36b581e357d470a78e62e1,primary_measured_feature,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,PROFILE_CONTRACT_EXAMPLE,,,,
