0	વાસ્તવિક સંખ્યાઓના ગુણધર્મો
1	આ વિભાગના અંતે તમે આ કરી શકશો:
2	ક્રમવિનિમય અને જૂથબંધીના ગુણધર્મો વાપરવા
3	સરવાળા અને ગુણાકાર માટે તટસ્થ સંખ્યા તથા વિરોધી અને વ્યસ્ત સંખ્યાના ગુણધર્મો વાપરવા
4	શૂન્યના ગુણધર્મો વાપરવા
5	વિભાજનનો ગુણધર્મ વાપરી પદાવલીનું સાદું રૂપ આપવું
6	આ વિભાગના વિષયોનો વધુ વિગતવાર પરિચય
7	પૂર્વબીજગણિત
8	પુસ્તકના આ પ્રકરણમાં મળે છે:
9	વાસ્તવિક સંખ્યાઓના ગુણધર્મો
10	ક્રમવિનિમય અને જૂથબંધીના ગુણધર્મો વાપરો
11	બે સંખ્યાઓ, જેમ કે 5 અને 3, ઉમેરવાનો વિચાર કરો. તેમને કયા ક્રમમાં ઉમેરીએ તેની પરિણામ પર અસર થતી નથી, ખરું ને?
12	પરિણામો સરખાં છે.
13	આપણે જોઈએ છીએ કે સરવાળો કરવાના ક્રમથી પરિણામ બદલાતું નથી!
14	ગુણાકાર વિશે શું કહી શકાય? લઈએ
15	અને
16	અહીં પણ પરિણામો સરખાં છે!
17	ગુણાકાર કરવાના ક્રમથી પરિણામ બદલાતું નથી!
18	આ ઉદાહરણો સમજાવે છે
19	ક્રમવિનિમયનો ગુણધર્મ
20	. સરવાળો કે ગુણાકાર કરતી વખતે બદલીએ
21	ક્રમ
22	તો પણ પરિણામ સરખું મળે છે.
23	ક્રમવિનિમયનો ગુણધર્મ
24	સરવાળા માટે
25	જો
26	વાસ્તવિક સંખ્યાઓ હોય, તો
27	ગુણાકાર માટે
28	સરવાળો કે ગુણાકાર કરતી વખતે બદલીએ
29	ક્રમવિનિમયનો ગુણધર્મ ક્રમ સાથે સંબંધિત છે. સરવાળો કે ગુણાકાર કરતી વખતે સંખ્યાઓનો ક્રમ બદલીએ તો પણ પરિણામ સરખું મળે છે.
30	બાદબાકી વિશે શું કહી શકાય? શું તેમાં સંખ્યાઓનો ક્રમ મહત્ત્વનો છે? શું આ પદાવલી
31	એના જેટલું જ પરિણામ આપે છે?
32	પરિણામો સરખાં નથી.
33	બાદબાકીનો ક્રમ બદલતાં પરિણામ સરખું ન મળ્યું. તેથી આપણે જાણીએ છીએ કે
34	બાદબાકીમાં ક્રમવિનિમયનો ગુણધર્મ લાગુ પડતો નથી
35	બે સંખ્યાઓના ભાગાકારમાં શું થાય છે તે જોઈએ. શું
36	ભાગાકાર
37	માં ક્રમવિનિમયનો ગુણધર્મ લાગુ પડે છે?
38	ભાગાકારનો ક્રમ બદલતાં પરિણામ સરખું ન મળ્યું. તેથી
39	ભાગાકારમાં ક્રમવિનિમયનો ગુણધર્મ લાગુ પડતો નથી
40	. ક્રમવિનિમયના ગુણધર્મો માત્ર સરવાળા અને ગુણાકારને લાગુ પડે છે!
41	સરવાળા અને ગુણાકારમાં
42	લાગુ પડે છે
43	ક્રમવિનિમયનો ગુણધર્મ.
44	બાદબાકી અને ભાગાકારમાં
45	લાગુ પડતો નથી
46	તમને આ પદાવલીનું સાદું રૂપ આપવાનું કહેવામાં આવે તો કેવી રીતે કરશો અને તમારો જવાબ શું હશે?
47	કેટલાક લોકો પહેલાં વિચારે
48	અને પછી
49	એટલે
50	બીજા લોકો આથી શરૂઆત કરે:
51	એટલે મળે
52	બંને રીતે પરિણામ સરખું મળે છે. યાદ રાખો: કઈ ક્રિયા પહેલાં કરવી તે દર્શાવવા આપણે જૂથ બનાવતાં કૌંસ વાપરીએ છીએ.
53	7, 8 અને 2નો ઉપયોગ કરીને સરવાળામાં જૂથબંધીનો ગુણધર્મ દર્શાવેલો છે: જુદાં જૂથ બનાવવાથી પણ કુલ સરવાળો સરખો મળે છે.
54	ઉમેરો
55	સરવાળો કરો.
56	ત્રણ સંખ્યાઓનો સરવાળો કરતી વખતે જૂથબંધી બદલીએ તો પણ પરિણામ સરખું મળે છે.
57	ગુણાકાર માટે પણ આ સાચું છે.
58	કોષ્ટક અપૂર્ણાંકો વડે ગુણાકારનો જૂથબંધીનો ગુણધર્મ દર્શાવે છે: અવયવોનાં જુદાં જૂથ બનાવવાથી ગુણનફળ બદલાતું નથી.
59	ગુણાકાર કરો.
60	ત્રણ સંખ્યાઓનો ગુણાકાર કરતી વખતે જૂથબંધી બદલીએ તો પણ પરિણામ સરખું મળે છે.
61	તમે કદાચ આ જાણતા હશો, પરંતુ તેના માટેનો શબ્દપ્રયોગ નવો હોઈ શકે. આ ઉદાહરણો સમજાવે છે
62	જૂથબંધીનો ગુણધર્મ
63	જૂથબંધીનો ગુણધર્મ
64	જૂથબંધી
65	ફરી આ ગુણાકાર વિશે વિચારીએ:
66	બંને રીતે સરખું પરિણામ મળ્યું, પણ કઈ રીત વધુ સરળ હતી? આ ગુણાકાર
67	પહેલાં કરવાથી, ઉપર જમણે બતાવ્યા પ્રમાણે, પહેલા જ પગલામાં અપૂર્ણાંક દૂર થાય છે. જૂથબંધીનો ગુણધર્મ ગણતરી સરળ બનાવી શકે છે!
68	આ
69	જૂથ બનાવવા સાથે સંબંધિત છે. સંખ્યાઓનાં જૂથ બનાવવાની રીત બદલીએ તો પણ પરિણામ સરખું રહે છે. ધ્યાન આપો: એ જ ત્રણ સંખ્યાઓ એ જ ક્રમમાં છે; માત્ર જૂથબંધી બદલાઈ છે.
70	આપણે જોયું કે બાદબાકી અને ભાગાકારમાં ક્રમવિનિમયનો ગુણધર્મ લાગુ પડતો નથી. તેમાં જૂથબંધીનો ગુણધર્મ પણ લાગુ પડતો નથી.
71	પદાવલીનું સાદું રૂપ આપતી વખતે કયાં પગલાં લેવાં તે પહેલાં વિચારવું સારું છે. આગળના ઉદાહરણમાં સજાતીય પદોને જોડવા સરવાળાના ક્રમવિનિમયના ગુણધર્મથી સજાતીય પદો એકબીજાની પાસે લખીશું.
72	સાદું રૂપ આપો:
73	ઉકેલ
74	સરવાળાના ક્રમવિનિમયના ગુણધર્મથી સજાતીય પદોને જોડીને બીજગણિતીય પદાવલીનું સાદું રૂપ આપવાનાં પગલાં છે.
75	સરવાળાનો ક્રમવિનિમયનો ગુણધર્મ વાપરી સજાતીય પદો એકબીજાની પાસે આવે તેમ ક્રમ બદલો.
76	સજાતીય પદો ઉમેરો.
77	જ્યારે બીજગણિતીય
78	પદાવલી
79	નું સાદું રૂપ આપવાનું હોય, ત્યારે સીધા ક્રિયાઓના ક્રમ પ્રમાણે આગળ વધવાને બદલે પહેલાં ક્રમવિનિમય કે જૂથબંધીનો ગુણધર્મ વાપરવાથી ઘણી વાર કામ સરળ બને છે. અપૂર્ણાંકોના સરવાળા કે બાદબાકીમાં સામાન્ય છેદ ધરાવતા અપૂર્ણાંકોને પહેલાં ભેગા કરો.
80	સમાન છેદવાળાં પદોને એક જૂથમાં લઈને અપૂર્ણાંકવાળી પદાવલીની ગણતરી સરળ કરવાનાં પગલાં છે.
81	છેલ્લાં 2 પદોના છેદ સમાન છે, એટલે જૂથબંધી બદલો.
82	પહેલાં કૌંસની અંદર સરવાળો કરો.
83	અપૂર્ણાંકનું સાદું રૂપ આપો.
84	અશુદ્ધ અપૂર્ણાંકમાં ફેરવો.
85	જૂથબંધીનો ગુણધર્મ વાપરી સાદું રૂપ આપો:
86	ગુણાકારનો જૂથબંધીનો ગુણધર્મ વાપરી 6(3x)નું સાદું રૂપ આપવાનાં પગલાં છે.
87	જૂથબંધી બદલો.
88	કૌંસની અંદર ગુણાકાર કરો.
89	ધ્યાન આપો કે આપણે ગુણાકાર કરી શકીએ છીએ:
90	પરંતુ 3ને
91	x
92	વડે ગુણવાનું સંખ્યાત્મક પરિણામ મેળવવા પહેલાં આ ચલની કિંમત જાણવી પડે:
93	જૂથબંધીનો ગુણધર્મ વાપરી સાદું રૂપ આપો: 8(4
94	સરવાળા અને ગુણાકાર માટે તટસ્થ સંખ્યા તથા વિરોધી અને વ્યસ્ત સંખ્યાના ગુણધર્મો વાપરો
95	કોઈ સંખ્યામાં 0 ઉમેરીએ તો શું થાય? 0 ઉમેરવાથી સંખ્યાની કિંમત બદલાતી નથી. તેથી 0ને કહીએ છીએ
96	સરવાળા માટેની તટસ્થ સંખ્યા
97	ઉદાહરણ તરીકે,
98	સરવાળા માટે તટસ્થ સંખ્યાનો ગુણધર્મ
99	જે કહે છે કે કોઈ પણ વાસ્તવિક સંખ્યા
100	કોઈ સંખ્યાને એક વડે ગુણીએ તો શું થાય? 1 વડે ગુણવાથી કિંમત બદલાતી નથી. તેથી 1ને કહીએ છીએ
101	ગુણાકાર માટેની તટસ્થ સંખ્યા
102	ગુણાકાર માટે તટસ્થ સંખ્યાનો ગુણધર્મ
103	તટસ્થ સંખ્યાના ગુણધર્મોનો સાર નીચે આપ્યો છે.
104	તટસ્થ સંખ્યાનો ગુણધર્મ
105	સરવાળા માટે
106	કોઈ પણ વાસ્તવિક સંખ્યા
107	એ છે
108	ગુણાકાર માટે
109	આકૃતિની પહેલી લીટીમાં પ્રશ્ન છે: “5માં કઈ સંખ્યા ઉમેરવાથી સરવાળાની તટસ્થ સંખ્યા 0 મળે?” નીચે 5 વત્તા ખાલી જગ્યા બરાબર 0 છે. પછી લખ્યું છે: “આપણે જાણીએ છીએ કે 5 વત્તા −5 બરાબર 0.” આગળ પ્રશ્ન છે: “−6માં કઈ સંખ્યા ઉમેરવાથી સરવાળાની તટસ્થ સંખ્યા 0 મળે?” નીચે −6 વત્તા ખાલી જગ્યા બરાબર 0 છે. પછી લખ્યું છે: “આપણે જાણીએ છીએ કે −6 વત્તા 6 બરાબર 0.”
110	ધ્યાન આપો કે દરેક કિસ્સામાં ખૂટતી સંખ્યા આપેલી સંખ્યાની વિરોધી સંખ્યા હતી!
111	આપણે કહીએ છીએ કે
112	એ
113	સરવાળા માટેની વિરોધી સંખ્યા
114	છે આ સંખ્યાની:
115	a
116	સંખ્યાની વિરોધી સંખ્યા એ જ સરવાળા માટેની વિરોધી સંખ્યા છે.
117	સંખ્યા અને તેની વિરોધી સંખ્યાનો સરવાળો શૂન્ય થાય છે, જે સરવાળા માટેની તટસ્થ સંખ્યા છે. આથી મળે છે
118	સરવાળામાં વિરોધી સંખ્યાનો ગુણધર્મ
119	જે કોઈ પણ વાસ્તવિક સંખ્યા માટે કહે છે:
120	યાદ રાખો: સંખ્યા અને તેની વિરોધી સંખ્યાનો સરવાળો શૂન્ય થાય છે.
121	કઈ સંખ્યાને આનાથી ગુણતાં
122	ગુણાકારની તટસ્થ સંખ્યા 1 મળે? બીજા શબ્દોમાં,
123	ને શેનાથી ગુણતાં 1 મળે?
124	પહેલાં 2/3 ગુણ્યા ખાલી જગ્યા બરાબર 1 આપેલું છે. પછી લખ્યું છે: “આપણે જાણીએ છીએ કે 2/3 ગુણ્યા 3/2 બરાબર 1.”
125	કઈ સંખ્યાને 2થી ગુણતાં ગુણાકારની તટસ્થ સંખ્યા 1 મળે? બીજા શબ્દોમાં, 2ને શેનાથી ગુણતાં 1 મળે?
126	પહેલાં 2 ગુણ્યા ખાલી જગ્યા બરાબર 1 આપેલું છે. પછી લખ્યું છે: “આપણે જાણીએ છીએ કે 2 ગુણ્યા 1/2 બરાબર 1.”
127	ધ્યાન આપો કે દરેક કિસ્સામાં ખૂટતી સંખ્યા હતી
128	વ્યસ્ત સંખ્યા
129	આપેલી સંખ્યાની!
130	ગુણાકાર માટેની વ્યસ્ત સંખ્યા
131	આ સંખ્યાની વ્યસ્ત સંખ્યા:
132	સંખ્યા અને તેની વ્યસ્ત સંખ્યાનો ગુણાકાર એક થાય છે, જે ગુણાકાર માટેની તટસ્થ સંખ્યા છે. આથી મળે છે
133	એ જ ગુણાકાર માટેની વ્યસ્ત સંખ્યા છે.
134	ગુણાકારમાં વ્યસ્ત સંખ્યાનો ગુણધર્મ
135	અહીં વિરોધી અને વ્યસ્ત સંખ્યાના ગુણધર્મો ચોક્કસ સ્વરૂપમાં લખીએ:
136	વિરોધી અને વ્યસ્ત સંખ્યાના ગુણધર્મો
137	કોષ્ટક વાસ્તવિક સંખ્યાઓ માટે સરવાળાની વિરોધી સંખ્યા અને ગુણાકારની વ્યસ્ત સંખ્યાની વ્યાખ્યા, વર્ણન અને ગાણિતિક પદાવલીઓ આપે છે.
138	સંખ્યા અને તેની વિરોધી સંખ્યાનો સરવાળો શૂન્ય થાય છે.
139	સંખ્યા અને તેની વ્યસ્ત સંખ્યાનો ગુણાકાર એક થાય છે.
140	સરવાળા માટેની વિરોધી સંખ્યા શોધો:
141	સરવાળા માટેની વિરોધી સંખ્યા મેળવવા આપેલી સંખ્યાની વિરોધી સંખ્યા શોધીએ.
142	સરવાળા માટેની વિરોધી સંખ્યા જોઈએ છે આ સંખ્યાની:
143	તે છે આની વિરોધી સંખ્યા:
144	0.6ની સરવાળા માટેની વિરોધી સંખ્યા એટલે 0.6ની વિરોધી સંખ્યા. 0.6ની સરવાળા માટેની વિરોધી સંખ્યા છે
145	આપણે આની વિરોધી સંખ્યા લખીએ:
146	આ રીતે:
147	અને સાદું રૂપ આપતાં 8 મળે છે. તેથી આની સરવાળા માટેની વિરોધી સંખ્યા:
148	એ 8 છે.
149	આને લખીએ
150	અને સાદું રૂપ આપતાં મળે
151	તેથી આની સરવાળા માટેની વિરોધી સંખ્યા:
152	સરવાળા માટેની વિરોધી સંખ્યા શોધો:
153	ગુણાકાર માટેની વ્યસ્ત સંખ્યા શોધો:
154	ગુણાકાર માટેની વ્યસ્ત સંખ્યા મેળવવા આપેલી સંખ્યાની વ્યસ્ત સંખ્યા શોધીએ.
155	9ની ગુણાકાર માટેની વ્યસ્ત સંખ્યા એટલે 9ની વ્યસ્ત સંખ્યા, જે છે
